"","gender","condtn","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","diff.att","diff.amb","diff.sinc","diff.intel","diff.fun"
"1126","1","2",5,"1",0.65,"0",23,"3",10,25,20,10,20,15,"1",9,9,9,9,9,9,10,1,2,21,"History","2",1,1,"FunNightOut","2/Month","SVRL/Week","Academic/Research",7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,0,0,0,0,0
"1127","1","2",4,"0",0.45,"0",32,"3",30,30,30,5,0,5,"0",5,8,5,2,2,2,4,6,2,39,"SocialWork","2",1,1,"SRSRelationship","2/Month","2/Week","Academic/Research",8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8,1,1,0,1,1
"1128","0","2",15,"0",-0.07,"0",28,"2",21.43,16.67,21.43,16.67,11.9,11.9,"0",3,9,8,5,6,3,3,3,2,28,"PoliSci","1",7,3,"GetADate","SVRL/Year","2/Week","Banking/Consulting",3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,7,13.04,21.74,17.39,17.39,15.22,15.22,20.93,13.95,13.95,18.6,13.95,18.6,7,9,8,7,8,1,1,0,0,1
"1129","0","2",9,"0",-0.06,"0",28,"2",40,20,20,20,0,0,"1",9,9,8,9,8,7,8,5,2,22,"SocScie/Psych","3",1,5,"FunNightOut","SVRL/Year","2/Week","IntlAffairs",7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,0,0,0,0
"1130","1","2",10,"0",-0.1,"0",22,"4",16,20,19,16,18,11,"1",7,8,8,8,8,6,8,6,2,30,"Business","2",1,1,"FunNightOut","2/Month","SVRL/Week","Banking/Consulting",8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,20,0,30,30,0,20,7,3,8,8,5,0,0,0,0,0
"1131","0","2",13,"0",0.47,"0",32,"3",20,20,20,15,10,15,"0",8,8,7,6,7,5,7,3,2,25,"PoliSci","2",1,3,"ToSayIDidIt","1/Month","2/Week","IntlAffairs",4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,20,20,20,15,15,10,50,5,5,30,5,5,7,9,5,7,6,0,0,1,0,0
"1132","0","2",4,"1",-0.02,"0",28,"2",25,15,25,15,0,20,"1",7,7,7,5,6,5,6,5,2,27,"Education","1",1,2,"FunNightOut","SVRL/Year","2/Week","Engineer",1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,0,1,1,1,1
"1133","0","2",17,"1",-0.04,"1",27,"3",25,25,25,15,10,0,"1",8,7,8,10,8,9,8,6,2,26,"PoliSci","3",1,3,"GetADate","2/Month","1/Week","IntlAffairs",9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,0,1,0,0,0
"1134","0","2",18,"0",0.15,"0",28,"2",17.39,17.39,19.57,19.57,10.87,15.22,"1",10,8,8,8,7,6,6,3,2,25,"Bio","1",2,1,"MeetNewPpl","2/Month","1/Week","Banking/Consulting",9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,11.54,13.46,19.23,19.23,19.23,17.31,23.26,16.28,13.95,16.28,13.95,16.28,9,10,10,10,10,0,1,1,1,1
"1135","0","2",6,"0",-0.36,"0",27,"2",17.78,17.78,22.22,20,15.56,6.67,"1",7,4,6,9,8,4,6,3,1,27,"Business","4",7,4,"ToSayIDidIt","2/Month","SVRL/Week","Banking/Consulting",7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,15.09,16.98,16.98,18.87,18.87,13.21,23.81,16.67,14.29,23.81,9.52,11.9,8,9,9,9,8,1,0,1,1,0
"1136","1","2",5,"0",0.3,"1",24,"2",16,16,20,16,18,14,"0",6,10,10,7,10,6,6,6,2,28,"History","2",6,6,"MeetNewPpl","2/Month","2/Week","Academic/Research",8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,17.39,17.39,19.57,19.57,10.87,15.22,27.59,6.9,13.79,20.69,24.14,6.9,7,8,7,9,6,1,0,0,0,0
"1137","0","2",11,"0",-0.26,"0",25,"6",16.67,16.67,16.67,16.67,14.81,18.52,"1",10,9,10,10,9,9,9,9,2,23,"Bio","2",9,5,"FunNightOut","1/Week","SVRL/Week","Lawyer",10,8,8,7,5,5,2,3,4,3,7,7,6,5,7,9,6,6,17.31,13.46,17.31,19.23,19.23,13.46,18.37,16.33,16.33,18.37,16.33,14.29,8,8,10,8,9,0,0,0,0,0
"1138","0","1",1,"0",-0.35,"1",33,"4",15,15,15,20,15,20,"0",5,9,9,5,4,2,5,1,2,55,"English","4",1,1,"Other","AlmostNever","1/Week","Entertainment",1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,3,1,0,0,0,1
"1139","0","2",6,"0",0.32,"0",28,"2",40,20,20,20,0,0,"0",7,9,10,9,10,5,8,7,2,30,"MedSci","4",8,8,"MeetNewPpl","1/Month","1/Week","DocMed",3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,15,15,25,10,15,20,25,10,15,15,15,20,7,8,8,9,9,0,0,0,0,0
"1140","1","2",9,"0",0.59,"0",29,"4",10,47,16,12,3,12,"1",6,8,9,8,8,6,7,7,2,32,"PoliSci","6",3,1,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,6,20,10,30,20,10,10,15,25,10,20,15,15,8,8,8,9,7,1,0,0,0,0
"1141","0","1",3,"0",0.38,"1",28,"2",17,17,17,17,16,16,"1",9,6,8,7,7,6,6,5,2,30,"Education","2",1,1,"MeetNewPpl","1/Week","SVRL/Week","Academic/Research",8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,6,22,12,30,25,10,1,10,10,20,40,10,10,7,10,8,10,10,0,1,1,1,1
"1142","1","1",7,"0",0.48,"0",23,"6",12.24,20.41,16.33,14.29,20.41,16.33,"0",2,8,8,7,8,6,4,7,2,24,"Engineering","4",4,3,"FunNightOut","AlmostNever","1/Week","Academic/Research",5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,7,19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,4,8,4,7,6,1,0,0,0,0
"1143","1","2",9,"0",0.16,"1",27,"2",30,15,15,30,0,10,"0",7,6,6,5,7,7,5,5,2,22,"Law","2",1,1,"FunNightOut","2/Week","SVRL/Week","Banking/Consulting",3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,1,1,1,1,1
"1144","0","2",18,"0",0.07,"1",29,"2",95,1,1,1,1,1,"1",8,6,7,6,7,5,6,2,2,28,"English","2",1,5,"FunNightOut","2/Month","SVRL/Week","Entertainment",8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,35,0,35,10,10,10,80,0,0,20,0,0,8,9,9,9,7,0,0,1,1,1
"1145","1","2",13,"0",0.21,"0",21,"4",10,20,40,10,10,10,"0",5,6,7,6,6,6,6,5,2,30,"Business","2",2,2,"FunNightOut","SVRL/Year","SVRL/Week","Academic/Research",6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,25,20,20,15,15,5,8,7,9,9,3,1,0,1,1,1
"1146","1","2",7,"0",-0.27,"1",23,"2",10,20,20,20,20,10,"0",5,5,5,2,4,3,4,4,2,23,"Law","2",5,10,"FunNightOut","1/Month","1/Week","Lawyer",6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,25,10,35,15,0,15,25,5,15,20,30,5,6,8,2,10,2,1,0,1,1,0
"1147","1","2",6,"0",0.12,"1",25,"2",20,20,20,15,15,10,"0",5,4,6,4,4,3,4,3,2,30,"English","2",2,8,"SRSRelationship","1/Week","1/Week","Entertainment",8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10,6,25,25,25,25,0,0,45,2,5,8,20,20,9,10,10,10,7,1,1,1,1,1
"1148","1","1",1,"0",0.15,"0",34,"2",10,25,20,20,5,20,"1",8,8,7,8,9,6,8,4,2,27,"Business","6",1,1,"FunNightOut","2/Month","SVRL/Week","Banking/Consulting",7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,25,15,20,20,15,5,20,15,15,25,20,5,5,6,8,8,8,0,0,0,1,0
"1149","1","2",18,"0",0.4,"0",23,"4",15.38,19.23,17.31,19.23,9.62,19.23,"0",5,5,5,5,5,6,5,6,2,42,"PoliSci","2",5,1,"MeetNewPpl","AlmostNever","1/Week","Banking/Consulting",1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,1,1,1,1
"1150","1","2",12,"0",0.65,"1",28,"2",14.55,16.36,18.18,18.18,16.36,16.36,"0",7,5,7,8,7,7,7.5,6,2,26,"Education","2",1,1,"SRSRelationship","1/Week","1/Week","Academic/Research",6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,2,12,20,20,20,16,12,14.29,14.29,14.29,23.81,14.29,19.05,7,8,8,9,7,0,0,1,1,0
"1151","1","2",12,"0",-0.23,"0",27,"1",20,20,20,10,10,20,"0",4,7,6,6,7,2,3,3,2,30,"Law","4",1,1,"MeetNewPpl","SVRL/Year","1/Month","Lawyer",5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,7,30,20,10,30,0,10,40,30,0,30,0,0,5,7,5,8,5,1,0,0,1,0
"1152","0","2",16,"0",-0.45,"1",26,"4",25,20,10,20,15,10,"1",7,7,9,7,8,8,6,7,2,27,"Education","4",10,10,"FunNightOut","2/Month","2/Week","Academic/Research",2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,1,15,20,20,20,20,5,60,0,5,20,0,15,6,10,7,7,6,0,0,1,0,0
"1153","1","2",18,"0",-0.4,"0",21,"4",12,18,20,16,16,18,"0",7,7,8,5,7,2,6,1,2,24,"SocScie/Psych","2",3,3,"FunNightOut","1/Week","SVRL/Week","Academic/Research",9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,50,5,15,20,5,5,7,9,8,9,9,0,1,1,1,1
"1154","1","2",9,"0",-0.01,"1",27,"2",10,10,30,25,10,15,"0",6,4,7,4,5,2,4,3,2,28,"Business","2",6,6,"MeetNewPpl","SVRL/Year","1/Week","Banking/Consulting",9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,20,20,20,10,10,20,7,8,6,8,7,1,1,1,1,1
"1155","0","1",6,"0",0.63,"0",27,"4",20,14,18,16,16,16,"0",6,8,8,8,8,7,7,6,2,26,"Bio","2",7,4,"ToSayIDidIt","2/Month","1/Week","Academic/Research",5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,30,10,20,10,10,20,40,15,5,30,5,5,8,9,8,9,9,1,1,1,1,0
"1156","1","1",2,"0",-0.37,"1",23,"2",17,18,18,15,17,15,"0",3,10,8,6,7,7,5,10,2,21,"Law","2",6,7,"ToSayIDidIt","SVRL/Year","2/Week","ProSports",9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,1,1,0,1,1
"1157","0","2",15,"0",-0.11,"0",23,"4",25,20,20,20,5,10,"0",6,7,7,6,8,5,6,4,2,26,"PoliSci","3",1,3,"GetADate","2/Month","1/Week","IntlAffairs",9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,15,15,15,20,20,15,30,10,10,20,10,20,7,7,8,8,9,1,1,0,1,1
"1158","1","1",5,"0",-0.31,"1",23,"2",17,18,18,15,17,15,"1",4,10,9,8,9,7,6,8,2,22,"Business","2",7,3,"Other","2/Month","2/Week","Banking/Consulting",9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2,30,10,20,30,0,10,20,10,20,30,10,10,7,7,8,7,8,1,0,0,0,0
"1159","1","2",5,"0",0.17,"0",30,"4",20,20,35,5,10,10,"0",6,8,7,7,7,7,8,4,2,23,"FineArts","2",3,1,"MeetNewPpl","2/Month","2/Week","Entertainment",7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,5,25,5,30,15,5,20,25,20,10,20,15,10,8,7,7,9,9,1,1,0,1,0
"1160","0","2",11,"0",-0.11,"0",24,"2",25,15,25,25,15,15,"1",7,6,6,7,7,8,9,8,2,27,"SocScie/Psych","4",1,1,"FunNightOut","2/Month","2/Week","Academic/Research",4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,3,50,0,50,0,0,0,95,0,0,5,0,0,7,5,9,9,7,0,0,0,1,1
"1161","0","2",9,"1",0.19,"1",27,"2",19,13,18,18,10,22,"1",7,7,9,8,9,6,9,6,2,33,"Education","2",2,1,"SRSRelationship","1/Month","SVRL/Week","Academic/Research",7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6,1,0,1,0,1
"1162","0","2",13,"0",-0.09,"0",25,"2",27,15,28,10,10,10,"0",6.5,8,9,10,8,4,3,6,2,28,"PoliSci","3",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,1,1,1,0,0
"1163","0","2",8,"1",0.6,"0",28,"2",30,30,20,10,10,0,"1",9,8,8,7,8,8,9,9,1,25,"Law","6",6,8,"FunNightOut","1/Week","2/Week","Lawyer",4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,0,0,1,0
"1164","0","2",13,"0",0.13,"0",30,"6",20,25,25,15,5,10,"0",9,8,8,9,8,7,8,9,1,27,"Business","2",3,2,"FunNightOut","AlmostNever","1/Week","Academic/Research",2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,1,1,1,0
"1165","0","2",12,"0",0.31,"0",24,"2",20.51,5.13,23.08,12.82,17.95,20.51,"0",6,5,6,6,6,5,5,4,2,27,"Business","3",3,6,"FunNightOut","1/Month","2/Week","Banking/Consulting",8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,14.29,18.37,18.37,16.33,18.37,14.29,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,1,1,1,1,1
"1166","0","2",7,"1",-0.11,"1",25,"2",40,10,0,45,0,5,"1",8,8,7,7,7,10,8,7,2,28,"SocialWork","2",1,1,"SRSRelationship","SVRL/Year","1/Week","SocialWork",2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,25,10,25,15,20,5,7,8,8,8,8,0,1,0,1,1
"1167","1","1",3,"1",0.72,"1",22,"2",10,10,40,10,15,15,"1",10,10,10,9,10,10,9,8,2,26,"Business","2",6,7,"MeetNewPpl","2/Month","2/Week","Banking/Consulting",7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,30,20,15,15,15,5,8,10,8,8,8,0,0,0,0,0
"1168","1","2",10,"0",-0.11,"1",27,"2",30,15,15,30,0,10,"0",7,6,6,6,5,6,5,7,2,24,"Law","2",4,2,"MeetNewPpl","AlmostNever","SVRL/Week","Lawyer",6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,7,35,10,25,20,5,5,50,0,0,25,25,0,8,7,8,9,8,1,1,1,1,1
"1169","0","2",2,"0",0.65,"0",30,"2",30,3,30,30,3,4,"0",7,6,7,5,7,5,5,2,2,28,"English","4",2,2,"MeetNewPpl","2/Month","2/Week","Journalism",6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,10,20,30,10,10,20,50,10,10,10,10,10,5,6,4,8,9,0,1,0,1,0
"1170","1","2",17,"0",0.08,"1",23,"2",15.38,17.31,19.23,19.23,11.54,17.31,"0",5,5,6,2,9,3,3,4,2,42,"PoliSci","2",5,1,"MeetNewPpl","AlmostNever","1/Week","Banking/Consulting",1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,0,1,0,1
"1171","0","2",1,"1",0.59,"0",25,"2",25,20,15,25,10,5,"1",5,8,7,8,5,5,7,7,2,24,"SocialWork","4",1,1,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,1,1,1,1,1
"1172","1","1",2,"0",0.19,"0",22,"4",15,15,25,20,15,10,"0",4,8,8,5,7,4,7,4,2,27,"Business","2",7,3,"FunNightOut","1/Month","2/Month","Academic/Research",8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,35,20,20,20,0,5,25,5,20,20,25,5,8,9,7,8,5,1,0,1,0,1
"1173","0","2",8,"0",0.45,"0",30,"4",20,40,5,20,5,10,"0",5,4,5,3,4,2,3,2,2,23,"Law","2",9,1,"FunNightOut","SVRL/Year","SVRL/Week","Lawyer",8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5,28,8,17,22,17,8,50,0,0,50,0,0,9,8,10,7,6,1,1,1,1,1
"1174","1","2",4,"1",0.1,"0",25,"6",7,35,20,20,5,13,"1",7,10,10,6,3,9,8,8,2,26,"Bio","2",7,3,"MeetNewPpl","2/Month","SVRL/Week","Academic/Research",6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,24,16,28,14,8,10,25,18,11,18,23,5,7,6,7,10,8,0,1,0,0,1
"1175","0","2",10,"0",-0.14,"1",26,"2",10,10,30,30,5,15,"0",8,8,7,7,6,6,8,7,2,25,"Education","2",5,8,"MeetNewPpl","1/Month","1/Week","Academic/Research",7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,7,25,20,20,20,10,5,50,5,10,20,5,10,8,8,6,8,6,0,0,0,1,0
"1176","0","2",3,"0",0.51,"1",27,"2",40,0,10,50,0,0,"0",7,7,6,2,4,3,4,10,2,27,"SocScie/Psych","2",2,4,"FunNightOut","AlmostNever","2/Week","Psychologist",10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,15,25,20,20,0,20,50,0,20,25,0,5,7,10,8,9,6,0,1,1,1,1
"1177","0","1",1,"0",0.41,"0",25,"2",30,0,30,30,10,0,"0",6,8,8,7,7,5,5,1,2,29,"SocScie/Psych","6",3,10,"SRSRelationship","SVRL/Year","2/Week","Entertainment",3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,5,20,25,15,15,20,60,10,10,10,5,5,7,9,9,9,9,1,1,1,1,1
"1178","0","2",4,"0",0.46,"1",30,"2",16.67,12.5,20.83,18.75,12.5,18.75,"0",10,8,8,8,10,3,5,2,2,27,"Business","2",8,3,"Other","2/Month","SVRL/Week","Banking/Consulting",10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67,8,9,9,9,9,0,0,1,1,1
"1179","1","2",4,"1",0.31,"0",27,"4",10,20,20,10,20,20,"1",8,8,9,9,8,8,9,8,2,25,"Law","1",1,1,"MeetNewPpl","AlmostNever","SVRL/Week","Lawyer",9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,0,0,0,0,0
"1180","0","2",14,"0",0.05,"0",30,"2",35,10,20,25,5,5,"1",5,6,7,7,6,6,6,6,2,24,"SocialWork","6",5,5,"FunNightOut","2/Month","1/Week","SocialWork",5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,70,5,5,5,10,5,10,10,10,10,10,1,1,1,1,1
"1181","0","2",1,"0",0.51,"0",23,"4",25,20,20,20,5,10,"0",2,4,4,3,2,1,3,3,2,26,"Education","1",1,1,"ToSayIDidIt","SVRL/Year","SVRL/Week","Politics",1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,1,1,1,1,1
"1182","0","2",9,"1",0.31,"0",22,"3",10,20,35,10,5,20,"1",10,10,10,10,10,10,10,6,2,25,"Law","6",6,8,"FunNightOut","1/Week","2/Week","Lawyer",4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,0,0,0,0
"1183","0","2",18,"0",0.39,"0",24,"3",30,10,20,20,10,10,"0",3,0,6,5,4,5,6,5,2,26,"Bio","4",1,4,"FunNightOut","AlmostNever","2/Week","Academic/Research",6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15,20,20,20,15,10,45,10,10,20,5,10,5,8,7,7,8,1,1,1,1,1
"1184","0","2",4,"0",-0.29,"1",24,"2",20.51,5.13,23.08,12.82,17.95,20.51,"0",2,6,4,5,4,4,3,2,2,24,"SocScie/Psych","2",9,9,"GetADate","1/Week","2/Week","Psychologist",8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,16,16,20,16,18,14,20,12,16,20,14,18,9,10,8,10,10,1,1,1,1,1
"1185","1","2",3,"0",0.5,"1",24,"2",20,10,30,15,15,10,"0",6,6,10,5,10,5,6,7,2,27,"SocScie/Psych","2",2,5,"Other","1/Month","1/Month","Academic/Research",4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,20,20,20,15,5,20,25,10,10,25,20,10,7,8,6,8,5,1,0,1,0,1
"1186","1","2",8,"1",0.06,"0",24,"3",30,20,20,10,15,5,"1",7,8,9,7,8,8,8,6,2,26,"Bio","2",7,3,"MeetNewPpl","2/Month","SVRL/Week","Academic/Research",6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4,24,16,28,14,8,10,25,18,11,18,23,5,7,6,7,10,8,0,0,0,1,0
"1187","1","1",9,"0",0.48,"0",20,"1",20,20,20,20,10,10,"1",7,6,6,7,4,4,6,6,2,22,"Law","6",1,1,"FunNightOut","1/Week","SVRL/Week","Lawyer",7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,6,40,15,10,20,5,10,50,10,10,10,10,10,7,10,8,8,8,0,1,1,1,1
"1188","1","1",4,"0",-0.34,"0",22,"1",16.07,17.86,17.86,17.86,17.86,12.5,"1",7,8,8,8,9,8,8,6,2,34,"Business","2",1,1,"MeetNewPpl","2/Month","2/Week","Banking/Consulting",5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8,9,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,0,0,1,1,0
"1189","0","2",14,"0",0.1,"0",23,"2",25,5,30,15,5,20,"0",5,7,8,4,8,5,5,5,2,29,"Education","4",6,9,"FunNightOut","2/Month","SVRL/Week","Academic/Research",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,1,0,1,1,1
"1190","1","2",13,"1",-0.36,"0",23,"1",50,10,20,10,10,0,"1",9,9,9,8,5,3,7,2,2,25,"Business","4",1,3,"FunNightOut","1/Week","2/Week","Banking/Consulting",10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,30,15,15,15,15,10,7,10,10,10,8,0,1,1,1,1
"1191","1","2",2,"1",-0.17,"1",28,"2",15,20,35,15,5,10,"1",7,9,9,6,5,5,6,8,2,26,"Education","2",2,4,"Other","AlmostNever","2/Week","Academic/Research",8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,35,5,5,15,30,10,5,10,6,9,3,0,0,1,0,0
"1192","0","2",16,"0",0.44,"0",30,"2",25,20,20,20,0,15,"0",6,7,7,7,6,5,7,6,2,28,"SocialWork","6",2,1,"FunNightOut","AlmostNever","SVRL/Week","IntlAffairs",4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,5,25,15,25,15,10,10,40,5,15,20,10,10,8,9,7,8,5,1,0,1,1,0
"1193","1","2",18,"1",0.08,"1",22,"2",8,20,25,25,12,10,"1",8,8,8,8,7,7,8,7,2,24,"Law","2",3,2,"MeetNewPpl","1/Month","2/Week","Lawyer",9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,20,21,21,22,6,10,18,28,17,23,6,8,7,7,7,10,9,0,1,0,1,0
"1194","1","2",2,"0",0.39,"1",23,"2",14,15,16,17,18,20,"1",7,7,10,9,10,8,8,6,2,30,"PoliSci","2",1,1,"MeetNewPpl","1/Month","2/Week","IntlAffairs",9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7,1,0,1,0,0
"1195","1","2",14,"0",0.53,"1",21,"2",25,25,15,15,10,10,"1",7,8,8,8,8,8,7,9,2,32,"Education","2",5,9,"GetADate","1/Week","2/Week","Academic/Research",6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,0,0,0,1,1
"1196","0","2",7,"0",0.11,"1",23,"4",15,25,20,10,10,20,"0",6,8,7,7,6,6,7,5,2,25,"MedSci","4",9,6,"MeetNewPpl","AlmostNever","2/Month","DocMed",4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,15,20,25,20,10,10,35,10,15,20,10,10,5,9,7,8,7,0,1,1,1,0
"1197","0","2",5,"0",0.55,"1",27,"2",30,20,15,15,8,12,"1",6,8,8,5,5,3,6,4,2,27,"SocScie/Psych","2",2,4,"FunNightOut","AlmostNever","2/Week","Psychologist",10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,15,25,20,20,0,20,50,0,20,25,0,5,7,10,8,9,6,1,1,1,1,1
"1198","1","2",6,"0",0.54,"1",35,"2",15,20,25,15,15,10,"1",8,10,9,9,9,10,9,9,2,23,"FineArts","2",3,1,"MeetNewPpl","2/Month","2/Week","Entertainment",7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,5,25,5,30,15,5,20,25,20,10,20,15,10,8,7,7,9,9,0,0,0,0,0
